node1,node2,distance,waypoints
8,12,1054.18,"102.842847,24.827018;102.843203,24.827135;102.843628,24.827222;102.843628,24.827222;102.843724,24.827248;102.843724,24.827248;102.843984,24.827287;102.844293,24.8273;102.844293,24.8273;102.844297,24.827131;102.844297,24.827131;102.844323,24.826706;102.844323,24.826706;102.844358,24.826567;102.844358,24.826567;102.844544,24.826037;102.844605,24.825924;102.844605,24.825924;102.844718,24.82569;102.844718,24.82569;102.844839,24.825438;102.844839,24.825438;102.845182,24.824961;102.845447,24.824701;102.845846,24.824401;102.845846,24.824401;102.846345,24.824028;102.846589,24.823767;102.846589,24.823767;102.847135,24.823151;102.847135,24.823151;102.847305,24.822973;102.84753,24.822778;102.84753,24.822778;102.847891,24.822574;102.848064,24.8225;102.848064,24.8225;102.848546,24.822357;102.84872,24.822326;102.84872,24.822326;102.848867,24.822309;102.849158,24.822309;102.849492,24.822335;102.849948,24.82247;102.850178,24.822561;102.850178,24.822561;102.850516,24.822747;102.850516,24.822747;102.850755,24.822951;102.850755,24.822951;102.851341,24.823442;102.851341,24.823442;102.851549,24.823611;102.851549,24.823611"
8,13,914.4,"102.842847,24.827018;102.843203,24.827135;102.843628,24.827222;102.843628,24.827222;102.843724,24.827248;102.843724,24.827248;102.843984,24.827287;102.844293,24.8273;102.844293,24.8273;102.844297,24.827131;102.844297,24.827131;102.844323,24.826706;102.844323,24.826706;102.844358,24.826567;102.844358,24.826567;102.844544,24.826037;102.844605,24.825924;102.844605,24.825924;102.844718,24.82569;102.844718,24.82569;102.844839,24.825438;102.844839,24.825438;102.845182,24.824961;102.845447,24.824701;102.845846,24.824401;102.845846,24.824401;102.846345,24.824028;102.846589,24.823767;102.846589,24.823767;102.847135,24.823151;102.847135,24.823151;102.847305,24.822973;102.84753,24.822778;102.84753,24.822778;102.847891,24.822574;102.848064,24.8225;102.848064,24.8225;102.848546,24.822357;102.84872,24.822326;102.84872,24.822326;102.848867,24.822309;102.849158,24.822309;102.849492,24.822335;102.849948,24.82247;102.850178,24.822561;102.850178,24.822561;102.850516,24.822747;102.850516,24.822747;102.850755,24.822951;102.850755,24.822951;102.851341,24.823442;102.851341,24.823442;102.851549,24.823611;102.851549,24.823611"
8,14,1188.46,"102.842847,24.827018;102.843203,24.827135;102.843628,24.827222;102.843628,24.827222;102.843724,24.827248;102.843724,24.827248;102.843984,24.827287;102.844293,24.8273;102.844293,24.8273;102.844297,24.827131;102.844297,24.827131;102.844323,24.826706;102.844323,24.826706;102.844358,24.826567;102.844358,24.826567;102.844544,24.826037;102.844605,24.825924;102.844605,24.825924;102.844718,24.82569;102.844718,24.82569;102.844839,24.825438;102.844839,24.825438;102.845182,24.824961;102.845447,24.824701;102.845846,24.824401;102.845846,24.824401;102.846345,24.824028;102.846589,24.823767;102.846589,24.823767;102.847135,24.823151;102.847135,24.823151;102.847305,24.822973;102.84753,24.822778;102.84753,24.822778;102.847891,24.822574;102.848064,24.8225;102.848064,24.8225;102.848546,24.822357;102.84872,24.822326;102.84872,24.822326;102.848867,24.822309;102.849158,24.822309;102.849492,24.822335;102.849948,24.82247;102.850178,24.822561;102.850178,24.822561;102.850516,24.822747;102.850516,24.822747;102.850755,24.822951;102.850755,24.822951;102.851406,24.822313;102.851406,24.822309;102.851788,24.822565;102.851979,24.82273;102.852049,24.822743;102.852049,24.822743;102.852587,24.823247;102.852587,24.823247;102.853077,24.823659;102.853186,24.823681;102.853186,24.823681;102.853385,24.823698;102.853685,24.823772;102.853815,24.823837;102.854002,24.823967;102.854006,24.823971;102.854006,24.823971"
8,15,1608.68,"102.842847,24.827018;102.843203,24.827135;102.843628,24.827222;102.843628,24.827222;102.843724,24.827248;102.843724,24.827248;102.843984,24.827287;102.844293,24.8273;102.844293,24.8273;102.844297,24.827131;102.844297,24.827131;102.844323,24.826706;102.844323,24.826706;102.844358,24.826567;102.844358,24.826567;102.844544,24.826037;102.844605,24.825924;102.844605,24.825924;102.844718,24.82569;102.844718,24.82569;102.844839,24.825438;102.844839,24.825438;102.845182,24.824961;102.845447,24.824701;102.845846,24.824401;102.845846,24.824401;102.846345,24.824028;102.846589,24.823767;102.846589,24.823767;102.847135,24.823151;102.847135,24.823151;102.847305,24.822973;102.84753,24.822778;102.84753,24.822778;102.847891,24.822574;102.848064,24.8225;102.848064,24.8225;102.848546,24.822357;102.84872,24.822326;102.84872,24.822326;102.848867,24.822309;102.849158,24.822309;102.849492,24.822335;102.849948,24.82247;102.850178,24.822561;102.850178,24.822561;102.850516,24.822747;102.850516,24.822747;102.850755,24.822951;102.850755,24.822951;102.851341,24.823442;102.851341,24.823442;102.851549,24.823611;102.851549,24.823611;102.85197,24.823945;102.85197,24.823945;102.852135,24.824089;102.852135,24.824089;102.852257,24.824197;102.852565,24.824366;102.852565,24.824366;102.852639,24.824405;102.852639,24.824405;102.853181,24.824731;102.853181,24.824731;102.853976,24.824978;102.853976,24.824978;102.854002,24.824983;102.854753,24.825221;102.854753,24.825221;102.854835,24.825243;102.854835,24.825243;102.855122,24.825334;102.855516,24.825547;102.855516,24.825547;102.856089,24.825833;102.856089,24.825833;102.85651,24.826033;102.85651,24.826033;102.856727,24.826128;102.856849,24.826207;102.856849,24.826207;102.857248,24.826367;102.857248,24.826367;102.857669,24.826545;102.857669,24.826545;102.858121,24.82684;102.858121,24.82684;102.858885,24.827296;102.858885,24.827296"
8,16,260.82,"102.842847,24.827018;102.843203,24.827135;102.843628,24.827222;102.843628,24.827222;102.843724,24.827248;102.843724,24.827248;102.843984,24.827287;102.844293,24.8273;102.844293,24.8273;102.844297,24.827131;102.844297,24.827127;102.845213,24.827448;102.845213,24.827448;102.845156,24.827587"
8,17,846.64,"102.842847,24.827018;102.843203,24.827135;102.843628,24.827222;102.843628,24.827222;102.843724,24.827248;102.843724,24.827248;102.843984,24.827287;102.844293,24.8273;102.844293,24.8273;102.844297,24.827131;102.844297,24.827131;102.844323,24.826706;102.844323,24.826706;102.844358,24.826567;102.844358,24.826567;102.844544,24.826037;102.844605,24.825924;102.844605,24.825924;102.844718,24.82569;102.844718,24.82569;102.844839,24.825438;102.844839,24.825438;102.845182,24.824961;102.845447,24.824701;102.845846,24.824401;102.845846,24.824401;102.846345,24.824028;102.846589,24.823767;102.846589,24.823763;102.846858,24.823889;102.846858,24.823889;102.847075,24.82408;102.847231,24.824314;102.847231,24.824314;102.847418,24.824562;102.847418,24.824562;102.847496,24.824414;102.847565,24.824301;102.847565,24.824301;102.847587,24.824271;102.847587,24.824271;102.847678,24.824071;102.847795,24.823993;102.848433,24.823859;102.848433,24.823859;102.848941,24.82375;102.848941,24.82375;102.84921,24.823689;102.849314,24.823681;102.849462,24.823694;102.849462,24.823694;102.849614,24.823733;102.849705,24.823789;102.849844,24.823898;102.849844,24.823898;102.850191,24.824045;102.850191,24.824045;102.850573,24.824284;102.850573,24.824284"
8,18,1240.31,"102.842847,24.827018;102.843203,24.827135;102.843628,24.827222;102.843628,24.827222;102.843724,24.827248;102.843724,24.827248;102.843984,24.827287;102.844293,24.8273;102.844293,24.8273;102.844293,24.827465;102.844314,24.827795;102.844401,24.828264;102.844401,24.828264;102.844787,24.828355;102.844787,24.828355;102.84546,24.828529;102.84546,24.828529;102.845543,24.828563;102.845543,24.828563;102.845729,24.828655;102.846141,24.828928;102.846141,24.828928;102.846276,24.828772;102.846424,24.828659;102.846497,24.828615;102.846719,24.828546;102.847005,24.828485;102.847005,24.828485;102.847582,24.828403;102.847826,24.828385;102.848186,24.828403;102.848186,24.828403;102.848294,24.828407;102.848294,24.828407;102.848477,24.828437;102.848477,24.828437;102.84928,24.828572;102.849384,24.828615;102.849501,24.828698;102.849583,24.828776;102.849935,24.828906;102.849935,24.828906;102.850039,24.828945;102.850087,24.828989;102.850095,24.829062;102.850095,24.829097;102.850043,24.829384;102.850039,24.829384;102.850213,24.829392;102.850955,24.829384;102.850955,24.829384;102.851411,24.829444;102.851411,24.829444;102.851667,24.829102;102.851766,24.828984;102.851892,24.828845;102.852161,24.828624;102.852595,24.828351;102.852678,24.828329;102.852756,24.828273;102.853095,24.828168;102.853372,24.828125;102.853372,24.828125;102.853841,24.828112;102.853841,24.828112;102.854002,24.828099;102.854392,24.828064;102.854931,24.827925;102.854931,24.827925;102.855095,24.827865;102.855095,24.82786;102.855404,24.828125;102.855404,24.828125;102.855499,24.828199;102.855499,24.828199;102.855117,24.82829;102.855117,24.82829"
8,19,870.84,"102.842847,24.827018;102.843203,24.827135;102.843628,24.827222;102.843628,24.827222;102.843724,24.827248;102.843724,24.827248;102.843984,24.827287;102.844293,24.8273;102.844293,24.8273;102.844297,24.827131;102.844297,24.827131;102.844323,24.826706;102.844323,24.826706;102.844358,24.826567;102.844358,24.826567;102.844544,24.826037;102.844605,24.825924;102.844605,24.825924;102.844718,24.82569;102.844718,24.82569;102.844839,24.825438;102.844839,24.825438;102.845182,24.824961;102.845447,24.824701;102.845846,24.824401;102.845846,24.824401;102.846345,24.824028;102.846589,24.823767;102.846589,24.823763;102.846858,24.823889;102.846858,24.823889;102.847075,24.82408;102.847231,24.824314;102.847231,24.824314;102.847418,24.824562;102.847418,24.824562;102.847496,24.824414;102.847565,24.824301;102.847565,24.824301;102.847587,24.824271;102.847587,24.824271;102.847678,24.824071;102.847795,24.823993;102.848433,24.823859;102.848433,24.823859;102.848941,24.82375;102.848941,24.82375;102.84921,24.823689;102.849314,24.823681;102.849462,24.823694;102.849462,24.823694;102.849614,24.823733;102.849705,24.823789;102.849844,24.823898;102.849844,24.823898;102.850191,24.824045;102.850191,24.824045"
8,20,266.56,"102.842847,24.827018;102.843203,24.827135;102.843628,24.827222;102.843628,24.827222;102.843724,24.827248;102.843724,24.827248;102.843984,24.827287;102.844293,24.8273;102.844293,24.8273;102.844297,24.827131;102.844297,24.827131;102.844323,24.826706;102.844323,24.826706;102.844358,24.826567;102.844358,24.826567;102.844544,24.826037;102.844605,24.825924;102.844601,24.825916"
8,21,420.71,"102.842847,24.827018;102.843203,24.827135;102.843628,24.827222;102.843628,24.827222;102.843724,24.827248;102.843724,24.827248;102.843984,24.827287;102.844293,24.8273;102.844293,24.8273;102.844297,24.827131;102.844297,24.827131;102.844323,24.826706;102.844323,24.826706;102.844358,24.826567;102.844358,24.826567;102.844544,24.826037;102.844605,24.825924;102.844605,24.825924;102.844718,24.82569;102.844718,24.825686;102.844544,24.825629;102.844544,24.825629;102.843524,24.825256;102.843524,24.825256;102.842187,24.824805;102.842183,24.8248;102.842148,24.824935;102.842144,24.824935;102.842057,24.824896;102.842057,24.824896;102.841988,24.824844;102.841984,24.824839"
8,22,829.62,"102.842847,24.827018;102.843203,24.827135;102.843628,24.827222;102.843628,24.827222;102.843724,24.827248;102.843724,24.827248;102.843984,24.827287;102.844293,24.8273;102.844293,24.8273;102.844297,24.827131;102.844297,24.827131;102.844323,24.826706;102.844323,24.826706;102.844358,24.826567;102.844358,24.826567;102.844544,24.826037;102.844605,24.825924;102.844605,24.825924;102.844718,24.82569;102.844718,24.82569;102.844839,24.825438;102.844839,24.825438;102.845182,24.824961;102.845447,24.824701;102.845846,24.824401;102.845846,24.824401;102.846345,24.824028;102.846589,24.823767;102.846589,24.823763;102.846858,24.823889;102.846858,24.823889;102.847075,24.82408;102.847231,24.824314;102.847231,24.824314;102.847418,24.824562;102.847418,24.824562;102.847795,24.825035;102.847795,24.825035;102.848003,24.82523;102.848394,24.825503;102.848394,24.825503;102.848433,24.825482;102.848759,24.825386;102.849089,24.825321;102.849388,24.825317;102.849666,24.825334;102.849666,24.825334;102.849839,24.825399;102.850456,24.825686;102.850456,24.825686;102.850768,24.825833;102.850768,24.825833;102.851003,24.825972"
8,23,502.62,"102.842847,24.827018;102.843203,24.827135;102.843628,24.827222;102.843628,24.827222;102.843724,24.827248;102.843724,24.827248;102.843984,24.827287;102.844293,24.8273;102.844293,24.8273;102.844293,24.827465;102.844314,24.827795;102.844401,24.828264;102.844401,24.828264;102.844787,24.828355;102.844787,24.828355;102.84546,24.828529;102.84546,24.828529;102.845543,24.828563;102.845543,24.828563;102.845729,24.828655;102.846141,24.828928;102.846141,24.828928;102.846276,24.828772;102.846424,24.828659;102.846497,24.828615;102.846719,24.828546;102.847005,24.828485;102.847005,24.828481;102.847027,24.828273;102.847053,24.828181;102.847053,24.828181;102.847144,24.827869;102.847144,24.827869"
8,24,744.62,"102.842847,24.827018;102.843203,24.827135;102.843628,24.827222;102.843628,24.827222;102.843724,24.827248;102.843724,24.827248;102.843984,24.827287;102.844293,24.8273;102.844293,24.8273;102.844297,24.827131;102.844297,24.827131;102.844323,24.826706;102.844323,24.826706;102.844358,24.826567;102.844358,24.826567;102.844544,24.826037;102.844605,24.825924;102.844605,24.825924;102.844718,24.82569;102.844718,24.82569;102.844839,24.825438;102.844839,24.825438;102.845182,24.824961;102.845447,24.824701;102.845846,24.824401;102.845846,24.824401;102.846345,24.824028;102.846589,24.823767;102.846589,24.823763;102.846858,24.823889;102.846858,24.823889;102.847075,24.82408;102.847231,24.824314;102.847231,24.824314;102.847418,24.824562;102.847418,24.824562;102.847795,24.825035;102.847795,24.825035;102.848003,24.82523;102.848394,24.825503;102.848394,24.825503;102.848433,24.825482;102.848759,24.825386;102.849089,24.825321;102.849388,24.825317;102.849666,24.825334;102.849666,24.825334;102.849839,24.825399;102.850456,24.825686;102.850456,24.825686;102.850768,24.825833;102.850768,24.825833;102.851003,24.825972;102.851441,24.826354;102.851723,24.826536;102.852066,24.826636;102.852066,24.826636;102.852956,24.82681;102.852956,24.82681;102.853225,24.826858;102.853225,24.826858;102.853247,24.827018;102.853247,24.827018;102.85332,24.827465;102.85332,24.827465;102.853251,24.827444;102.852422,24.827352;102.851788,24.827235;102.851003,24.826997"
8,25,448.14,"102.842847,24.827018;102.843203,24.827135;102.843628,24.827222;102.843628,24.827222;102.843724,24.827248;102.843724,24.827248;102.843984,24.827287;102.844293,24.8273;102.844293,24.8273;102.844297,24.827131;102.844297,24.827127;102.845213,24.827448;102.845213,24.827448;102.84566,24.826441;102.84566,24.826441;102.845729,24.826289;102.845729,24.826289;102.845929,24.825846;102.845929,24.825846;102.845981,24.825729;102.845981,24.825725;102.846298,24.825829;102.84638,24.825842;102.846506,24.825838;102.846615,24.825773;102.846615,24.825773"
8,26,135.2,"102.842847,24.827018;102.843203,24.827135;102.843628,24.827222;102.843628,24.827222;102.843724,24.827248;102.843724,24.827248;102.843702,24.827409;102.843698,24.827409;102.843694,24.827483;102.843685,24.827483;102.843676,24.827491;102.843646,24.827539"
8,27,208.13,"102.842847,24.827018;102.843203,24.827135;102.843628,24.827222;102.843628,24.827222;102.843724,24.827248;102.843724,24.827248;102.843984,24.827287;102.844293,24.8273;102.844293,24.8273;102.844297,24.827131;102.844297,24.827131;102.844323,24.826706;102.844323,24.826706;102.844358,24.826567;102.844358,24.826567;102.844544,24.826037;102.844605,24.825924;102.844605,24.825924;102.844718,24.82569;102.844718,24.825686;102.844544,24.825629;102.844544,24.825629"
8,28,1063.1,"102.842847,24.827018;102.843203,24.827135;102.843628,24.827222;102.843628,24.827222;102.843724,24.827248;102.843724,24.827248;102.843984,24.827287;102.844293,24.8273;102.844293,24.8273;102.844297,24.827131;102.844297,24.827131;102.844323,24.826706;102.844323,24.826706;102.844358,24.826567;102.844358,24.826567;102.844544,24.826037;102.844605,24.825924;102.844605,24.825924;102.844718,24.82569;102.844718,24.82569;102.844839,24.825438;102.844839,24.825438;102.845182,24.824961;102.845447,24.824701;102.845846,24.824401;102.845846,24.824401;102.846345,24.824028;102.846589,24.823767;102.846589,24.823767;102.847135,24.823151;102.847135,24.823151;102.847305,24.822973;102.84753,24.822778;102.84753,24.822778;102.847891,24.822574;102.848064,24.8225;102.848064,24.8225;102.848546,24.822357;102.84872,24.822326;102.84872,24.822326;102.848867,24.822309;102.849158,24.822309;102.849492,24.822335;102.849948,24.82247;102.850178,24.822561;102.850178,24.822561;102.850516,24.822747;102.850516,24.822747;102.850755,24.822951;102.850755,24.822951;102.851341,24.823442;102.851341,24.823442;102.851549,24.823611;102.851549,24.823611;102.85197,24.823945;102.85197,24.823945;102.852135,24.824089;102.852135,24.824089;102.852257,24.824197;102.852565,24.824366;102.852565,24.824366;102.852639,24.824405;102.852639,24.82441;102.85283,24.824045;102.852869,24.823997"
9,10,690.28,"102.844167,24.828524;102.844188,24.828542;102.844431,24.828563;102.844431,24.828563;102.844405,24.828268;102.844405,24.828268;102.844319,24.827799;102.844293,24.827465;102.844293,24.827305;102.844293,24.827305;102.844297,24.827131;102.844297,24.827131;102.844323,24.826706;102.844323,24.826706;102.844358,24.826567;102.844358,24.826567;102.844544,24.826037;102.844605,24.825924;102.844605,24.825924;102.844718,24.82569;102.844718,24.82569;102.844839,24.825438;102.844839,24.825438;102.845182,24.824961;102.845447,24.824701;102.845846,24.824401;102.845846,24.824401;102.846345,24.824028;102.846589,24.823767;102.846589,24.823767;102.847135,24.823151;102.847135,24.823147"
9,11,1064.94,"102.844167,24.828524;102.844188,24.828542;102.844431,24.828563;102.844431,24.828563;102.844405,24.828268;102.844405,24.828268;102.844319,24.827799;102.844293,24.827465;102.844293,24.827305;102.844293,24.827305;102.844297,24.827131;102.844297,24.827131;102.844323,24.826706;102.844323,24.826706;102.844358,24.826567;102.844358,24.826567;102.844544,24.826037;102.844605,24.825924;102.844605,24.825924;102.844718,24.82569;102.844718,24.82569;102.844839,24.825438;102.844839,24.825438;102.845182,24.824961;102.845447,24.824701;102.845846,24.824401;102.845846,24.824401;102.846345,24.824028;102.846589,24.823767;102.846589,24.823767;102.847135,24.823151;102.847135,24.823151;102.847305,24.822973;102.84753,24.822778;102.84753,24.822778;102.847891,24.822574;102.848064,24.8225;102.848064,24.8225;102.848546,24.822357;102.84872,24.822326;102.84872,24.822326;102.848867,24.822309;102.849158,24.822309;102.849492,24.822335;102.849948,24.82247;102.850178,24.822561;102.850178,24.822561;102.850516,24.822747;102.850516,24.822747;102.850755,24.822951;102.850755,24.822951;102.851406,24.822313;102.851406,24.822313"
9,12,1017.98,"102.844167,24.828524;102.844188,24.828542;102.844431,24.828563;102.844431,24.828563;102.844405,24.828268;102.844405,24.828268;102.844319,24.827799;102.844293,24.827465;102.844293,24.827305;102.844293,24.827305;102.844297,24.827131;102.844297,24.827131;102.844323,24.826706;102.844323,24.826706;102.844358,24.826567;102.844358,24.826567;102.844544,24.826037;102.844605,24.825924;102.844605,24.825924;102.844718,24.82569;102.844718,24.82569;102.844839,24.825438;102.844839,24.825438;102.845182,24.824961;102.845447,24.824701;102.845846,24.824401;102.845846,24.824401;102.846345,24.824028;102.846589,24.823767;102.846589,24.823767;102.847135,24.823151;102.847135,24.823151;102.847305,24.822973;102.84753,24.822778;102.84753,24.822778;102.847891,24.822574;102.848064,24.8225;102.848064,24.8225;102.848546,24.822357;102.84872,24.822326;102.84872,24.822326;102.848867,24.822309;102.849158,24.822309;102.849492,24.822335;102.849948,24.82247;102.850178,24.822561;102.850178,24.822561;102.850516,24.822747;102.850516,24.822747;102.850755,24.822951;102.850755,24.822951;102.851341,24.823442;102.851341,24.823442;102.851549,24.823611;102.851549,24.823611"
9,13,882.33,"102.844167,24.828524;102.844188,24.828542;102.844431,24.828563;102.844431,24.828563;102.844405,24.828268;102.844401,24.828264;102.844787,24.828355;102.844787,24.828355;102.84546,24.828529;102.84546,24.828529;102.845543,24.828563;102.845543,24.828563;102.845729,24.828655;102.846141,24.828928;102.846141,24.828928;102.846276,24.828772;102.846424,24.828659;102.846497,24.828615;102.846719,24.828546;102.847005,24.828485;102.847005,24.828481;102.847027,24.828273;102.847053,24.828181;102.847053,24.828181;102.847144,24.827869;102.847144,24.827869;102.8475,24.82668;102.847643,24.82628;102.847782,24.826042;102.847973,24.825833;102.848312,24.825564;102.848394,24.825508;102.848394,24.825508;102.848433,24.825482;102.848759,24.825386;102.849089,24.825321;102.849388,24.825317;102.849666,24.825334;102.849666,24.825334;102.849978,24.824766;102.849978,24.824766;102.850048,24.824622;102.850048,24.824622;102.850135,24.824336;102.850191,24.824049;102.850191,24.824049;102.850291,24.823537;102.850291,24.823533;102.850551,24.823403;102.850599,24.82339;102.850651,24.823403;102.850773,24.823472;102.850846,24.823542;102.85089,24.823615;102.85089,24.823615;102.850929,24.823707;102.850981,24.823776;102.850981,24.823776"
9,14,1139.95,"102.844167,24.828524;102.844188,24.828542;102.844431,24.828563;102.844431,24.828563;102.844405,24.828268;102.844405,24.828268;102.844319,24.827799;102.844293,24.827465;102.844293,24.827305;102.844293,24.827305;102.844297,24.827131;102.844297,24.827131;102.844323,24.826706;102.844323,24.826706;102.844358,24.826567;102.844358,24.826567;102.844544,24.826037;102.844605,24.825924;102.844605,24.825924;102.844718,24.82569;102.844718,24.82569;102.844839,24.825438;102.844839,24.825438;102.845182,24.824961;102.845447,24.824701;102.845846,24.824401;102.845846,24.824401;102.846345,24.824028;102.846589,24.823767;102.846589,24.823767;102.847135,24.823151;102.847135,24.823151;102.847305,24.822973;102.84753,24.822778;102.84753,24.822778;102.847891,24.822574;102.848064,24.8225;102.848064,24.8225;102.848546,24.822357;102.84872,24.822326;102.84872,24.822326;102.848867,24.822309;102.849158,24.822309;102.849492,24.822335;102.849948,24.82247;102.850178,24.822561;102.850178,24.822561;102.850516,24.822747;102.850516,24.822747;102.850755,24.822951;102.850755,24.822951;102.851406,24.822313;102.851406,24.822309;102.851788,24.822565;102.851979,24.82273;102.852049,24.822743;102.852049,24.822743;102.852587,24.823247;102.852587,24.823247;102.853077,24.823659;102.853186,24.823681;102.853186,24.823681;102.853385,24.823698;102.853685,24.823772;102.853815,24.823837;102.854002,24.823967;102.854006,24.823971;102.854006,24.823971"
9,15,1494.05,"102.844167,24.828524;102.844188,24.828542;102.844431,24.828563;102.844431,24.828563;102.844405,24.828268;102.844401,24.828264;102.844787,24.828355;102.844787,24.828355;102.84546,24.828529;102.84546,24.828529;102.845543,24.828563;102.845543,24.828563;102.845729,24.828655;102.846141,24.828928;102.846141,24.828928;102.846276,24.828772;102.846424,24.828659;102.846497,24.828615;102.846719,24.828546;102.847005,24.828485;102.847005,24.828485;102.847582,24.828403;102.847826,24.828385;102.848186,24.828403;102.848186,24.828403;102.848294,24.828407;102.848294,24.828407;102.848477,24.828437;102.848477,24.828437;102.84928,24.828572;102.849384,24.828615;102.849501,24.828698;102.849583,24.828776;102.849935,24.828906;102.849935,24.828906;102.850039,24.828945;102.850087,24.828989;102.850095,24.829062;102.850095,24.829097;102.850043,24.829384;102.850039,24.829384;102.850213,24.829392;102.850955,24.829384;102.850955,24.829384;102.851411,24.829444;102.851411,24.829444;102.851736,24.829527;102.852049,24.829657;102.852383,24.829905;102.852552,24.830135;102.852552,24.830135;102.852895,24.829835;102.853281,24.82957;102.853281,24.82957;102.853394,24.829488;102.853863,24.829275;102.854002,24.829236;102.854175,24.829188;102.854175,24.829188;102.854531,24.829102;102.85533,24.828919;102.855838,24.828837;102.856202,24.828837;102.856202,24.828837;102.856771,24.829015;102.856771,24.829015;102.85691,24.829041;102.857027,24.829041;102.857109,24.829032;102.8573,24.828958;102.857431,24.828872;102.857669,24.82862;102.857795,24.828464;102.857869,24.828338;102.857934,24.82822;102.857999,24.828043;102.858043,24.827843;102.858043,24.827843;102.858043,24.827274;102.858121,24.826845;102.858121,24.82684;102.858885,24.827296;102.858885,24.827296"
9,16,125.54,"102.844167,24.828524;102.844188,24.828542;102.844431,24.828563;102.844431,24.828563;102.844405,24.828268;102.844401,24.828264;102.844787,24.828355;102.844787,24.828355;102.844935,24.827956"
9,17,801.26,"102.844167,24.828524;102.844188,24.828542;102.844431,24.828563;102.844431,24.828563;102.844405,24.828268;102.844401,24.828264;102.844787,24.828355;102.844787,24.828355;102.84546,24.828529;102.84546,24.828529;102.845543,24.828563;102.845543,24.828563;102.845729,24.828655;102.846141,24.828928;102.846141,24.828928;102.846276,24.828772;102.846424,24.828659;102.846497,24.828615;102.846719,24.828546;102.847005,24.828485;102.847005,24.828481;102.847027,24.828273;102.847053,24.828181;102.847053,24.828181;102.847144,24.827869;102.847144,24.827869;102.8475,24.82668;102.847643,24.82628;102.847782,24.826042;102.847973,24.825833;102.848312,24.825564;102.848394,24.825508;102.848394,24.825508;102.848433,24.825482;102.848759,24.825386;102.849089,24.825321;102.849388,24.825317;102.849666,24.825334;102.849666,24.825334;102.849978,24.824766;102.849978,24.824761;102.850278,24.824965;102.850278,24.824965;102.850456,24.825087;102.850495,24.825095;102.850543,24.825087"
9,18,1111.6,"102.844167,24.828524;102.844188,24.828542;102.844431,24.828563;102.844431,24.828563;102.844405,24.828268;102.844401,24.828264;102.844787,24.828355;102.844787,24.828355;102.84546,24.828529;102.84546,24.828529;102.845543,24.828563;102.845543,24.828563;102.845729,24.828655;102.846141,24.828928;102.846141,24.828928;102.846276,24.828772;102.846424,24.828659;102.846497,24.828615;102.846719,24.828546;102.847005,24.828485;102.847005,24.828485;102.847582,24.828403;102.847826,24.828385;102.848186,24.828403;102.848186,24.828403;102.848294,24.828407;102.848294,24.828407;102.848477,24.828437;102.848477,24.828437;102.84928,24.828572;102.849384,24.828615;102.849501,24.828698;102.849583,24.828776;102.849935,24.828906;102.849935,24.828906;102.850039,24.828945;102.850087,24.828989;102.850095,24.829062;102.850095,24.829097;102.850043,24.829384;102.850039,24.829384;102.850213,24.829392;102.850955,24.829384;102.850955,24.829384;102.851411,24.829444;102.851411,24.829444;102.851667,24.829102;102.851766,24.828984;102.851892,24.828845;102.852161,24.828624;102.852595,24.828351;102.852678,24.828329;102.852756,24.828273;102.853095,24.828168;102.853372,24.828125;102.853372,24.828125;102.853841,24.828112;102.853841,24.828112;102.854002,24.828099;102.854392,24.828064;102.854931,24.827925;102.854931,24.827925;102.855095,24.827865;102.855095,24.82786;102.855404,24.828125;102.855404,24.828125;102.855499,24.828199;102.855499,24.828199;102.855117,24.82829;102.855117,24.82829"
9,19,856.79,"102.844167,24.828524;102.844188,24.828542;102.844431,24.828563;102.844431,24.828563;102.844405,24.828268;102.844401,24.828264;102.844787,24.828355;102.844787,24.828355;102.84546,24.828529;102.84546,24.828529;102.845543,24.828563;102.845543,24.828563;102.845729,24.828655;102.846141,24.828928;102.846141,24.828928;102.846276,24.828772;102.846424,24.828659;102.846497,24.828615;102.846719,24.828546;102.847005,24.828485;102.847005,24.828481;102.847027,24.828273;102.847053,24.828181;102.847053,24.828181;102.847144,24.827869;102.847144,24.827869;102.8475,24.82668;102.847643,24.82628;102.847782,24.826042;102.847973,24.825833;102.848312,24.825564;102.848394,24.825508;102.848394,24.825508;102.848433,24.825482;102.848759,24.825386;102.849089,24.825321;102.849388,24.825317;102.849666,24.825334;102.849666,24.825334;102.849978,24.824766;102.849978,24.824766;102.850048,24.824622;102.850048,24.824622;102.850135,24.824336;102.850191,24.824049;102.850191,24.824049"
9,20,310.17,"102.844167,24.828524;102.844188,24.828542;102.844431,24.828563;102.844431,24.828563;102.844405,24.828268;102.844405,24.828268;102.844319,24.827799;102.844293,24.827465;102.844293,24.827305;102.844293,24.827305;102.844297,24.827131;102.844297,24.827131;102.844323,24.826706;102.844323,24.826706;102.844358,24.826567;102.844358,24.826567;102.844544,24.826037;102.844605,24.825924;102.844601,24.825916"
