node1,node2,distance,waypoints
9,21,588.78,"102.844167,24.828524;102.844188,24.828542;102.844431,24.828563;102.844431,24.828563;102.844405,24.828268;102.844405,24.828268;102.844319,24.827799;102.844293,24.827465;102.844293,24.827305;102.844293,24.827305;102.844297,24.827131;102.844297,24.827131;102.844323,24.826706;102.844323,24.826706;102.844358,24.826567;102.844358,24.826567;102.844544,24.826037;102.844605,24.825924;102.844605,24.825924;102.844718,24.82569;102.844718,24.825686;102.844544,24.825629;102.844544,24.825629;102.843524,24.825256;102.843524,24.825256;102.842187,24.824805;102.842183,24.8248;102.842148,24.824935;102.842144,24.824935;102.842057,24.824896;102.842057,24.824896;102.841988,24.824844;102.841984,24.824839"
9,22,750.03,"102.844167,24.828524;102.844188,24.828542;102.844431,24.828563;102.844431,24.828563;102.844405,24.828268;102.844401,24.828264;102.844787,24.828355;102.844787,24.828355;102.84546,24.828529;102.84546,24.828529;102.845543,24.828563;102.845543,24.828563;102.845729,24.828655;102.846141,24.828928;102.846141,24.828928;102.846276,24.828772;102.846424,24.828659;102.846497,24.828615;102.846719,24.828546;102.847005,24.828485;102.847005,24.828481;102.847027,24.828273;102.847053,24.828181;102.847053,24.828181;102.847144,24.827869;102.847144,24.827869;102.8475,24.82668;102.847643,24.82628;102.847782,24.826042;102.847973,24.825833;102.848312,24.825564;102.848394,24.825508;102.848394,24.825508;102.848433,24.825482;102.848759,24.825386;102.849089,24.825321;102.849388,24.825317;102.849666,24.825334;102.849666,24.825334;102.849839,24.825399;102.850456,24.825686;102.850456,24.825686;102.850768,24.825833;102.850768,24.825833;102.851003,24.825972"
9,23,425.65,"102.844167,24.828524;102.844188,24.828542;102.844431,24.828563;102.844431,24.828563;102.844405,24.828268;102.844401,24.828264;102.844787,24.828355;102.844787,24.828355;102.84546,24.828529;102.84546,24.828529;102.845543,24.828563;102.845543,24.828563;102.845729,24.828655;102.846141,24.828928;102.846141,24.828928;102.846276,24.828772;102.846424,24.828659;102.846497,24.828615;102.846719,24.828546;102.847005,24.828485;102.847005,24.828481;102.847027,24.828273;102.847053,24.828181;102.847053,24.828181;102.847144,24.827869;102.847144,24.827869"
9,24,644.13,"102.844167,24.828524;102.844188,24.828542;102.844431,24.828563;102.844431,24.828563;102.844405,24.828268;102.844401,24.828264;102.844787,24.828355;102.844787,24.828355;102.84546,24.828529;102.84546,24.828529;102.845543,24.828563;102.845543,24.828563;102.845729,24.828655;102.846141,24.828928;102.846141,24.828928;102.846276,24.828772;102.846424,24.828659;102.846497,24.828615;102.846719,24.828546;102.847005,24.828485;102.847005,24.828481;102.847027,24.828273;102.847053,24.828181;102.847053,24.828181;102.847144,24.827869;102.847144,24.827869;102.8475,24.82668;102.847643,24.82628;102.847782,24.826042;102.847973,24.825833;102.848312,24.825564;102.848394,24.825508;102.848394,24.825508;102.848433,24.825482;102.848759,24.825386;102.849089,24.825321;102.849388,24.825317;102.849666,24.825334;102.849666,24.825334;102.849839,24.825399;102.850456,24.825686;102.850456,24.825686;102.850768,24.825833;102.850768,24.825833;102.851003,24.825972;102.851441,24.826354;102.851723,24.826536;102.852066,24.826636;102.852066,24.826636;102.852956,24.82681;102.852956,24.82681;102.853225,24.826858;102.853225,24.826858;102.853247,24.827018;102.853247,24.827018;102.85332,24.827465;102.85332,24.827465;102.853251,24.827444;102.852422,24.827352;102.851788,24.827235;102.851003,24.826997"
9,25,438.52,"102.844167,24.828524;102.844188,24.828542;102.844431,24.828563;102.844431,24.828563;102.844405,24.828268;102.844401,24.828264;102.844787,24.828355;102.844787,24.828355;102.844935,24.827956;102.845152,24.827591;102.845213,24.827452;102.845213,24.827452;102.84566,24.826441;102.84566,24.826441;102.845729,24.826289;102.845729,24.826289;102.845929,24.825846;102.845929,24.825846;102.845981,24.825729;102.845981,24.825725;102.846298,24.825829;102.84638,24.825842;102.846506,24.825838;102.846615,24.825773;102.846615,24.825773"
9,26,74.4,"102.844167,24.828524;102.844188,24.828542;102.844431,24.828563;102.844431,24.828563;102.844405,24.828268;102.844401,24.828264;102.843524,24.82809;102.84352,24.828086;102.843563,24.827891;102.843563,24.827891"
9,27,364.34,"102.844167,24.828524;102.844188,24.828542;102.844431,24.828563;102.844431,24.828563;102.844405,24.828268;102.844405,24.828268;102.844319,24.827799;102.844293,24.827465;102.844293,24.827305;102.844293,24.827305;102.844297,24.827131;102.844297,24.827131;102.844323,24.826706;102.844323,24.826706;102.844358,24.826567;102.844358,24.826567;102.844544,24.826037;102.844605,24.825924;102.844605,24.825924;102.844718,24.82569;102.844718,24.825686;102.844544,24.825629;102.844544,24.825629"
9,28,1022.57,"102.844167,24.828524;102.844188,24.828542;102.844431,24.828563;102.844431,24.828563;102.844405,24.828268;102.844405,24.828268;102.844319,24.827799;102.844293,24.827465;102.844293,24.827305;102.844293,24.827305;102.844297,24.827131;102.844297,24.827131;102.844323,24.826706;102.844323,24.826706;102.844358,24.826567;102.844358,24.826567;102.844544,24.826037;102.844605,24.825924;102.844605,24.825924;102.844718,24.82569;102.844718,24.82569;102.844839,24.825438;102.844839,24.825438;102.845182,24.824961;102.845447,24.824701;102.845846,24.824401;102.845846,24.824401;102.846345,24.824028;102.846589,24.823767;102.846589,24.823767;102.847135,24.823151;102.847135,24.823151;102.847305,24.822973;102.84753,24.822778;102.84753,24.822778;102.847891,24.822574;102.848064,24.8225;102.848064,24.8225;102.848546,24.822357;102.84872,24.822326;102.84872,24.822326;102.848867,24.822309;102.849158,24.822309;102.849492,24.822335;102.849948,24.82247;102.850178,24.822561;102.850178,24.822561;102.850516,24.822747;102.850516,24.822747;102.850755,24.822951;102.850755,24.822951;102.851341,24.823442;102.851341,24.823442;102.851549,24.823611;102.851549,24.823611;102.85197,24.823945;102.85197,24.823945;102.852135,24.824089;102.852135,24.824089;102.852257,24.824197;102.852565,24.824366;102.852565,24.824366;102.852639,24.824405;102.852639,24.82441;102.85283,24.824045;102.852869,24.823997"
10,11,615.88,"102.847135,24.823147;102.847135,24.823147;102.847305,24.822973;102.84753,24.822778;102.84753,24.822778;102.847891,24.822574;102.848064,24.8225;102.848064,24.8225;102.848546,24.822357;102.84872,24.822326;102.84872,24.822326;102.848867,24.822309;102.849158,24.822309;102.849492,24.822335;102.849948,24.82247;102.850178,24.822561;102.850178,24.822561;102.850516,24.822747;102.850516,24.822747;102.850755,24.822951;102.850755,24.822951;102.851406,24.822313;102.851406,24.822313"
10,12,698.36,"102.847135,24.823147;102.847135,24.823147;102.847305,24.822973;102.84753,24.822778;102.84753,24.822778;102.847891,24.822574;102.848064,24.8225;102.848064,24.8225;102.848546,24.822357;102.84872,24.822326;102.84872,24.822326;102.848867,24.822309;102.849158,24.822309;102.849492,24.822335;102.849948,24.82247;102.850178,24.822561;102.850178,24.822561;102.850516,24.822747;102.850516,24.822747;102.850755,24.822951;102.850755,24.822951;102.851341,24.823442;102.851341,24.823442;102.851549,24.823611;102.851549,24.823611"
10,13,580.55,"102.847135,24.823147;102.847135,24.823147;102.847305,24.822973;102.84753,24.822778;102.84753,24.822778;102.847891,24.822574;102.848064,24.8225;102.848064,24.8225;102.848546,24.822357;102.84872,24.822326;102.84872,24.822326;102.848867,24.822309;102.849158,24.822309;102.849492,24.822335;102.849948,24.82247;102.850178,24.822561;102.850178,24.822561;102.850516,24.822747;102.850516,24.822747;102.850755,24.822951;102.850755,24.822951;102.851341,24.823442;102.851341,24.823442;102.851549,24.823611;102.851549,24.823611"
10,14,843.05,"102.847135,24.823147;102.847135,24.823147;102.847305,24.822973;102.84753,24.822778;102.84753,24.822778;102.847891,24.822574;102.848064,24.8225;102.848064,24.8225;102.848546,24.822357;102.84872,24.822326;102.84872,24.822326;102.848867,24.822309;102.849158,24.822309;102.849492,24.822335;102.849948,24.82247;102.850178,24.822561;102.850178,24.822561;102.850516,24.822747;102.850516,24.822747;102.850755,24.822951;102.850755,24.822951;102.851406,24.822313;102.851406,24.822309;102.851788,24.822565;102.851979,24.82273;102.852049,24.822743;102.852049,24.822743;102.852587,24.823247;102.852587,24.823247;102.853077,24.823659;102.853186,24.823681;102.853186,24.823681;102.853385,24.823698;102.853685,24.823772;102.853815,24.823837;102.854002,24.823967;102.854006,24.823971;102.854006,24.823971"
10,15,1412.89,"102.847135,24.823147;102.847135,24.823147;102.847305,24.822973;102.84753,24.822778;102.84753,24.822778;102.847891,24.822574;102.848064,24.8225;102.848064,24.8225;102.848546,24.822357;102.84872,24.822326;102.84872,24.822326;102.848867,24.822309;102.849158,24.822309;102.849492,24.822335;102.849948,24.82247;102.850178,24.822561;102.850178,24.822561;102.850516,24.822747;102.850516,24.822747;102.850755,24.822951;102.850755,24.822951;102.851341,24.823442;102.851341,24.823442;102.851549,24.823611;102.851549,24.823611;102.85197,24.823945;102.85197,24.823945;102.852135,24.824089;102.852135,24.824089;102.852257,24.824197;102.852565,24.824366;102.852565,24.824366;102.852639,24.824405;102.852639,24.824405;102.853181,24.824731;102.853181,24.824731;102.853976,24.824978;102.853976,24.824978;102.854002,24.824983;102.854753,24.825221;102.854753,24.825221;102.854835,24.825243;102.854835,24.825243;102.855122,24.825334;102.855516,24.825547;102.855516,24.825547;102.856089,24.825833;102.856089,24.825833;102.85651,24.826033;102.85651,24.826033;102.856727,24.826128;102.856849,24.826207;102.856849,24.826207;102.857248,24.826367;102.857248,24.826367;102.857669,24.826545;102.857669,24.826545;102.858121,24.82684;102.858121,24.82684;102.858885,24.827296;102.858885,24.827296"
10,16,619.61,"102.847135,24.823147;102.847135,24.823147;102.846593,24.823763;102.846593,24.823763;102.84635,24.824023;102.845851,24.824397;102.845846,24.824397;102.84628,24.824562;102.84628,24.824562;102.846263,24.824635;102.846207,24.824766;102.846194,24.824822;102.846189,24.824822;102.846207,24.824874;102.84625,24.824944;102.846254,24.824996;102.846102,24.825464;102.846055,24.825564;102.846055,24.825564;102.845985,24.825725;102.845985,24.825725;102.845933,24.825842;102.845933,24.825842;102.845734,24.826285;102.845734,24.826285;102.845664,24.826437;102.845664,24.826437;102.845217,24.827448;102.845217,24.827448;102.845156,24.827587"
10,17,572.98,"102.847135,24.823147;102.847135,24.823147;102.847305,24.822973;102.84753,24.822778;102.84753,24.822778;102.847891,24.822574;102.848064,24.8225;102.848064,24.822496;102.848234,24.823112;102.848234,24.823112;102.848372,24.823615;102.848372,24.823615;102.848416,24.82378;102.848416,24.82378;102.848433,24.82385;102.848433,24.823854;102.848941,24.82375;102.848941,24.82375;102.84921,24.823689;102.849314,24.823681;102.849462,24.823694;102.849462,24.823694;102.849614,24.823733;102.849705,24.823789;102.849844,24.823898;102.849844,24.823898;102.850191,24.824045;102.850191,24.824045;102.850573,24.824284;102.850573,24.824284"
10,18,1135.54,"102.845577,24.82332;102.845573,24.82332;102.846589,24.823763;102.846589,24.823763;102.846858,24.823889;102.846858,24.823889;102.847075,24.82408;102.847231,24.824314;102.847231,24.824314;102.847418,24.824562;102.847418,24.824562;102.847795,24.825035;102.847795,24.825035;102.848003,24.82523;102.848394,24.825503;102.848394,24.825503;102.848433,24.825482;102.848759,24.825386;102.849089,24.825321;102.849388,24.825317;102.849666,24.825334;102.849666,24.825334;102.849839,24.825399;102.850456,24.825686;102.850456,24.825686;102.850768,24.825833;102.850768,24.825833;102.851003,24.825972;102.851441,24.826354;102.851723,24.826536;102.852066,24.826636;102.852066,24.826636;102.852956,24.82681;102.852956,24.82681;102.853225,24.826858;102.853225,24.826858;102.853759,24.826957;102.853932,24.827014;102.853932,24.827014;102.854002,24.827036;102.854388,24.827231;102.854666,24.827448;102.854666,24.827448;102.85487,24.82763;102.855095,24.82786;102.855095,24.82786;102.855404,24.828125;102.855404,24.828125;102.855499,24.828199;102.855499,24.828199;102.855117,24.82829;102.855117,24.82829"
10,19,499.57,"102.847135,24.823147;102.847135,24.823147;102.847305,24.822973;102.84753,24.822778;102.84753,24.822778;102.847891,24.822574;102.848064,24.8225;102.848064,24.8225;102.848546,24.822357;102.84872,24.822326;102.84872,24.822326;102.848867,24.822309;102.849158,24.822309;102.849492,24.822335;102.849948,24.82247;102.850178,24.822561;102.850178,24.822561;102.850516,24.822747;102.850516,24.822747;102.850399,24.823108;102.850399,24.823108;102.850339,24.823294;102.850295,24.823533;102.850295,24.823533"
10,20,383.88,"102.847135,24.823147;102.847135,24.823147;102.846593,24.823763;102.846593,24.823763;102.84635,24.824023;102.845851,24.824397;102.845851,24.824397;102.845451,24.824696;102.845187,24.824957;102.844844,24.825434;102.844839,24.825434"
10,21,280.94,"102.844891,24.822183;102.844531,24.821949;102.844527,24.821944;102.844028,24.822661;102.844028,24.822661;102.843854,24.823034;102.84349,24.823585;102.84349,24.823585;102.843142,24.823937;102.8426,24.824627;102.842556,24.824657;102.842487,24.824674;102.842344,24.824644;102.842344,24.824644;102.842296,24.824635;102.842253,24.82464;102.842205,24.824722;102.842187,24.8248;102.842187,24.8248;102.842148,24.824935;102.842144,24.824935;102.842057,24.824896;102.842057,24.824896;102.841988,24.824844;102.841984,24.824839"
10,22,663.19,"102.845577,24.82332;102.845573,24.82332;102.846589,24.823763;102.846589,24.823763;102.846858,24.823889;102.846858,24.823889;102.847075,24.82408;102.847231,24.824314;102.847231,24.824314;102.847418,24.824562;102.847418,24.824562;102.847795,24.825035;102.847795,24.825035;102.848003,24.82523;102.848394,24.825503;102.848394,24.825503;102.848433,24.825482;102.848759,24.825386;102.849089,24.825321;102.849388,24.825317;102.849666,24.825334;102.849666,24.825334;102.849839,24.825399;102.850456,24.825686;102.850456,24.825686;102.850768,24.825833;102.850768,24.825833;102.851003,24.825972"
10,23,518.87,"102.845577,24.82332;102.845573,24.82332;102.846589,24.823763;102.846589,24.823763;102.846858,24.823889;102.846858,24.823889;102.847075,24.82408;102.847231,24.824314;102.847231,24.824314;102.847418,24.824562;102.847418,24.824562;102.847795,24.825035;102.847795,24.825035;102.848003,24.82523;102.848394,24.825503;102.848394,24.825503;102.848316,24.82556;102.847977,24.825829;102.847786,24.826037;102.847648,24.826276;102.847504,24.826675"
10,24,674.97,"102.845577,24.82332;102.845573,24.82332;102.846589,24.823763;102.846589,24.823763;102.846858,24.823889;102.846858,24.823889;102.847075,24.82408;102.847231,24.824314;102.847231,24.824314;102.847418,24.824562;102.847418,24.824562;102.847795,24.825035;102.847795,24.825035;102.848003,24.82523;102.848394,24.825503;102.848394,24.825503;102.848433,24.825482;102.848759,24.825386;102.849089,24.825321;102.849388,24.825317;102.849666,24.825334;102.849666,24.825334;102.849839,24.825399;102.850456,24.825686;102.850456,24.825686;102.850768,24.825833;102.850768,24.825833;102.851003,24.825972;102.851441,24.826354;102.851723,24.826536;102.852066,24.826636;102.852066,24.826636;102.852956,24.82681;102.852956,24.82681;102.853225,24.826858;102.853225,24.826858;102.853247,24.827018;102.853247,24.827018;102.85332,24.827465;102.85332,24.827465;102.853251,24.827444;102.852422,24.827352;102.851788,24.827235;102.851003,24.826997"
10,25,365.71,"102.845577,24.82332;102.845573,24.82332;102.846589,24.823763;102.846589,24.823763;102.846858,24.823889;102.846858,24.823889;102.847075,24.82408;102.847231,24.824314;102.847231,24.824314;102.847188,24.82434;102.847062,24.824631;102.846953,24.824813;102.846949,24.824813;102.846975,24.824831;102.846997,24.824874;102.846997,24.824926"
10,26,627.68,"102.847135,24.823147;102.847135,24.823147;102.846593,24.823763;102.846593,24.823763;102.84635,24.824023;102.845851,24.824397;102.845851,24.824397;102.845451,24.824696;102.845187,24.824957;102.844844,24.825434;102.844844,24.825434;102.844722,24.825686;102.844722,24.825686;102.844609,24.82592;102.844609,24.82592;102.844549,24.826033;102.844362,24.826563;102.844362,24.826563;102.844327,24.826701;102.844327,24.826701;102.844301,24.827127;102.844301,24.827127;102.844297,24.8273;102.844293,24.8273;102.843989,24.827292;102.843728,24.827253;102.843724,24.827248;102.843702,24.827409;102.843698,24.827409;102.843694,24.827483;102.843685,24.827483;102.843676,24.827491;102.843646,24.827539"
10,27,385.76,"102.847135,24.823147;102.847135,24.823147;102.846593,24.823763;102.846593,24.823763;102.84635,24.824023;102.845851,24.824397;102.845851,24.824397;102.845451,24.824696;102.845187,24.824957;102.844844,24.825434;102.844844,24.825434;102.844722,24.825686;102.844718,24.825686;102.844544,24.825629;102.844544,24.825629"
